name,W1mag,W2mag,W3mag,W4mag
2CXO J053504.9-044913,10.684,10.509,7.522,3.178
2CXO J053505.2-044803,10.888,10.651,8.427,4.391
2CXO J053505.3-044319,9.144,9.033,6.4110000000000005,1.917
2CXO J053505.8-044843,9.868,9.462,7.387,3.148
2CXO J053507.2-045025,11.056,10.771,6.726,2.634
2CXO J053508.0-063348,8.713,8.741,8.726,8.269
2CXO J053508.6-044652,8.794,8.073,5.956,4.004
2CXO J053510.9-044712,12.239,12.037,9.463,6.019
2CXO J053511.5-044634,11.216,11.064,8.012,6.345
2CXO J053513.3-045145,7.436,7.435,5.4689999999999985,2.3280000000000003
2CXO J053513.6-044258,10.212,9.879,7.617000000000001,3.615
2CXO J053514.4-045524,10.013,9.6,4.877,2.092
2CXO J053516.7-044544,8.665,8.073,5.832000000000002,3.176
2CXO J053517.1-043949,9.46,9.91,5.895,4.932
2CXO J053517.8-044452,9.503,9.15,6.473,2.968
2CXO J053518.3-045323,9.167,8.456,6.309,3.865
2CXO J053518.4-044056,8.242,8.198,6.855,4.623
2CXO J053519.2-045307,11.702,11.348,6.257999999999999,4.45
2CXO J053520.0-044134,11.365,10.959,8.919,4.742
2CXO J053520.4-064541,11.166,10.943,11.312,8.933
2CXO J053521.0-044538,12.188,12.002,10.979,4.685
2CXO J053521.7-045312,9.8,9.818,7.3370000000000015,2.625
2CXO J053521.8-045407,10.413,9.868,6.448,4.642
2CXO J053522.2-044133,10.54,10.007,6.067,4.573
2CXO J053522.5-045237,9.913,9.269,5.766,1.266
2CXO J053522.7-044829,10.145,9.656,7.017,2.049
2CXO J053523.1-045019,5.008,4.647,3.0380000000000003,-0.208
2CXO J053523.2-044904,10.709,10.462,6.901,1.99
2CXO J053523.7-044816,11.638,10.985,7.162000000000001,2.628
2CXO J053524.6-044943,11.115,10.863,6.0360000000000005,0.95
2CXO J053525.1-064756,9.587,9.066,7.178,5.26
2CXO J053525.5-045120,9.703,8.949,5.528,1.085
2CXO J053525.6-044931,10.988,10.374,6.586,2.032
2CXO J053526.3-044926,11.798,11.175,6.909,2.584
2CXO J053527.0-064548,11.603,11.11,9.664,7.235
2CXO J053528.4-044237,11.013,10.720999999999998,6.339,3.594
2CXO J053528.6-044726,10.663,10.144,7.705,4.062
2CXO J053528.6-044816,8.888,8.145,6.119,2.531
2CXO J053529.9-044952,10.733,10.636,7.534,1.639
2CXO J053530.8-045518,10.085,9.666,5.684,2.103
2CXO J053530.8-703013,8.663,8.737,8.737,9.261
2CXO J053531.1-045415,9.085,9.144,6.97,2.678
2CXO J053531.6-044107,12.189,12.061,8.871,6.034
2CXO J053532.2-044657,9.453,8.852,6.545,3.388
2CXO J053532.7-045011,8.478,7.985,6.1320000000000014,3.016
2CXO J053533.3-045015,7.779,7.816,6.917000000000002,2.854
2CXO J053533.3-045111,11.061,10.634,7.315,2.334
2CXO J053533.6-044623,10.598,10.358,7.401,3.82
2CXO J053535.2-044739,10.921,10.469,7.292999999999998,3.4360000000000004
2CXO J053536.1-660114,13.503,13.208,8.964,4.26
2CXO J053536.2-045120,10.288,10.239,7.75,2.592
2CXO J053537.3-062326,11.453,11.308,11.216,6.04
2CXO J053538.3-043834,11.931,11.517,8.432,5.044
2CXO J053538.5-062342,12.247,11.87,10.196,8.857999999999997
2CXO J053540.7-044830,10.116,10.074,9.049,3.61
2CXO J053541.0-062245,9.441,9.015,7.566,4.5
2CXO J053542.6-063451,10.514,9.978,8.697000000000001,6.47
2CXO J053542.7-062144,11.442,11.119000000000002,9.27,7.169
2CXO J053543.0-044700,11.844,11.535,9.204,4.619
2CXO J053544.1-044804,9.977,9.563,8.437000000000001,4.021
2CXO J053545.0-045141,11.867,11.615,8.817,4.353
2CXO J053547.3-051319,10.333,10.214,6.193,2.6460000000000004
2CXO J053549.7-044632,11.16,10.681,9.08,5.294
2CXO J053552.3-051253,10.853,10.227,6.584,3.482
2CXO J053554.4-044804,9.84,9.853,10.133,7.068
2CXO J053556.5-051630,10.903,10.316,5.364,2.467
2CXO J053557.1-062937,10.52,9.882,7.695,5.574
2CXO J053558.3-062210,12.554,12.253,9.834,7.47
2CXO J053602.6-051527,11.278,10.851,6.522,3.715
2CXO J053621.9-064142,11.614,11.17,10.073,7.427
2CXO J053624.5-065232,12.16,11.719,9.885,7.7
2CXO J053629.6-063849,12.693,12.475,8.378,7.279
2CXO J053641.2-064059,11.97,11.707,10.419,7.417000000000002
2CXO J053641.3-063359,7.928,6.992000000000001,4.757,2.482
2CXO J053644.7-064428,12.731,12.428,10.762,8.311
2CXO J053650.0-064129,10.102,9.751,7.527,5.006
2CXO J053652.6-064308,9.613,8.917,6.412000000000001,4.417
2CXO J053707.7-065258,11.171,11.085,9.524,7.146
2CXO J053849.8-694427,8.185,8.22,8.225,7.962999999999999
2CXO J053928.8-695710,9.102,9.155,9.105,9.167
2CXO J054029.1-042117,9.719,9.755,9.54,8.597000000000001
2CXO J054120.6-015858,10.607,10.201,5.495,2.895
2CXO J054125.0-015227,10.532,9.875,5.268,5.098
2CXO J054135.0-015530,8.877,7.7120000000000015,-2.9410000000000003,
2CXO J054137.8-015436,5.46,4.419,-1.198,
2CXO J054141.7-015146,9.881,9.73,4.537,
2CXO J054146.3-015011,9.594,8.736,7.046,0.6759999999999999
2CXO J054156.9-015032,10.174,9.566,4.547,0.6920000000000001
2CXO J054157.8-015128,11.528,11.14,8.568,4.1389999999999985
2CXO J054633.5-693419,13.807,13.306,9.452,6.207000000000002
2CXO J054706.9+000047,9.959,9.665,6.9220000000000015,4.839
2CXO J054707.2+001932,7.565,6.89,5.318,2.6260000000000003
2CXO J054707.9+001756,6.0760000000000005,6.005,5.02,4.836
2CXO J054710.9+001914,8.317,7.771,4.801,1.831
2CXO J054819.3-702045,7.182,7.225,7.252999999999999,7.47
2CXO J054929.2-694713,7.9289999999999985,7.962999999999999,7.966,8.455
2CXO J055258.2-692929,9.816,9.879,9.872,9.447
2CXO J055311.3-692221,8.895,8.929,8.946,9.266
2CXO J063101.3+045610,10.805,10.794,11.209,7.657999999999999
2CXO J063139.9+050554,7.191,6.525,4.015,1.945
2CXO J063218.1+050321,10.253,10.251,9.999,7.235
2CXO J063223.8+043749,10.999,11.008,11.936,8.277000000000001
2CXO J063251.8+044716,11.443,11.462,9.819,7.763
2CXO J063312.7+052745,5.93,5.949,5.9129999999999985,5.606
2CXO J063316.8+043028,9.973,9.77,7.4060000000000015,5.237
2CXO J063332.3+061427,12.449000000000002,12.424,12.255,8.954
2CXO J063350.9+043131,7.387,7.411,7.564,6.537000000000001
2CXO J063533.0+034452,11.467,11.453,10.707,7.704
2CXO J074958.4+555527,11.630999999999998,11.445,7.461,5.331
2CXO J080117.8+521034,13.815,12.988,9.288,7.113
2CXO J080152.1+521211,15.621,14.572,11.405,8.573
2CXO J080428.0+522306,13.677,12.737,10.282,8.495
2CXO J080507.7+523525,14.818,13.575,11.234000000000002,8.777999999999999
2CXO J080849.4+521515,14.989,14.49,11.037,8.39
2CXO J080859.3+204711,14.635,13.512,10.353,7.893
2CXO J080908.5+201454,15.626,14.52,11.376,8.73
2CXO J081001.4+480159,15.765999999999998,14.445,11.036,9.023
2CXO J081040.2+481233,12.367,11.691,8.002,4.918
2CXO J081257.8+522210,14.366,13.324000000000002,10.599,7.909
2CXO J081302.3+483425,14.262,13.382,10.38,8.458
2CXO J081336.0+481302,13.45,12.461,9.197,6.626
2CXO J081427.5+514516,16.714000000000002,16.189,12.251,8.965
2CXO J081602.5+491016,15.604,14.19,11.27,8.459
2CXO J081618.9+482328,15.621,15.425,12.207,9.069
2CXO J081752.8+205224,17.429000000000002,15.859000000000002,12.547,8.872
2CXO J081910.2+211739,15.834,14.261,10.951,8.984
2CXO J081913.6+204713,16.897000000000002,15.351,11.864,8.905
2CXO J081937.7+210652,10.652,10.356,6.988,4.53
2CXO J081943.5+205506,8.196,8.238,8.308,8.332
2CXO J082033.8+212426,16.171,14.813,10.983,7.9529999999999985
2CXO J082129.7+211719,15.473,15.333,12.147,9.078
2CXO J082145.6+212840,15.57,14.2,11.207,8.769
2CXO J082211.2+212229,14.683,13.149,10.036,7.622999999999998
2CXO J082322.3+221742,16.191,14.942,11.719,8.317
2CXO J082324.7+222303,12.929,11.909,9.1,6.8679999999999986
2CXO J082549.5+471027,11.957,11.026,8.242,5.956
2CXO J082719.9+211812,14.235,13.252,11.014,8.687000000000001
2CXO J082841.2+660225,8.165,7.983,7.851,7.631
2CXO J083007.9+532001,16.237000000000002,15.089,12.47,8.707
2CXO J083105.1+532456,15.05,13.673,9.821,7.83
2CXO J083139.1+524205,12.957,12.546,9.517,7.552
2CXO J083312.6+655041,14.167,13.23,10.709,8.149
2CXO J083439.3-454310,9.332,9.328,9.451,8.795
2CXO J083642.7+532838,14.025,13.630999999999998,12.595999999999998,9.044
2CXO J083658.7+530950,14.15,13.045,10.466,8.561
2CXO J083745.0+651335,14.014,12.765,10.072,7.7
2CXO J083803.6+540641,14.284,14.138,12.140999999999998,8.47
2CXO J083942.9+562406,15.491,14.029000000000002,11.237,8.677
2CXO J083953.0+562702,15.36,14.127,12.041,8.667
2CXO J084012.2+563147,15.555,14.201,11.185,8.51
2CXO J084306.5+293921,16.12,14.735,11.428,9.021
2CXO J084316.2+511216,14.797,13.575,10.77,8.389
2CXO J084338.0+501220,9.428,9.417,7.345,5.082
2CXO J084428.8+511432,14.71,13.435,10.461,8.183
2CXO J084536.2+524046,8.182,8.216000000000001,8.185,8.247
2CXO J084601.1+522557,15.768,14.29,11.509,8.861
2CXO J084613.8+524023,15.624,14.628,11.026,8.783
2CXO J084716.8+523733,15.438,14.457,12.289,8.834
2CXO J085005.4+451832,16.465999999999998,15.097,12.802,8.696
2CXO J085027.0+520203,14.890999999999998,13.652,11.069,8.498
2CXO J085109.5+521944,15.8,14.55,12.066,8.441
2CXO J085116.3+520816,15.643,14.308,11.28,8.668
2CXO J085124.9+520402,16.06,14.784,11.714,8.76
2CXO J085255.8-471303,9.351,9.38,9.587,8.322000000000001
2CXO J085310.3+503243,13.952,12.758,10.356,8.321
2CXO J085328.3-473107,9.22,9.259,9.146,8.709
2CXO J085404.4+502824,14.163,13.220999999999998,10.4,7.702000000000001
2CXO J085408.0+502941,15.265,13.793,10.733,8.024
2CXO J085416.8+502631,14.027,13.828,11.217,8.39
2CXO J085417.6+532735,13.674,12.824000000000002,9.755,7.723
2CXO J085603.4-463713,10.689,10.058,8.127,6.0920000000000005
2CXO J085605.8+450520,14.144,13.105,10.643,8.205
2CXO J085803.2-472515,13.178,12.648,8.767000000000001,5.52
2CXO J085816.7-472533,10.243,9.589,6.621,5.267
2CXO J085823.7-473001,11.823,10.861,7.4,3.762
2CXO J085830.8-473222,12.761,11.111,8.102,3.675
2CXO J085855.5-472745,9.733,8.888,4.771,1.364
2CXO J085900.3-472558,8.72,7.813,5.038,1.17
2CXO J085900.6-472724,9.681,8.558,3.998,0.263
2CXO J085913.9-472856,8.27,6.363,-0.234,-2.104
2CXO J085915.2-472706,10.276,8.059,5.504,1.871
2CXO J085915.7-472701,11.407,10.045,5.698,5.272
2CXO J085924.7-473828,11.455,10.78,7.575,3.692
2CXO J085941.5-473507,11.646,11.363,9.035,3.805
2CXO J085957.8-473215,11.265,10.688,6.095,1.411
2CXO J090004.4-472946,10.142,10.036,5.157,1.947
2CXO J090007.3-473108,9.778,9.492,5.511,0.736
2CXO J090243.9-481537,9.902,9.953,10.470999999999998,8.905
2CXO J090851.3-091857,14.339,13.421,10.161,7.292000000000002
2CXO J091557.3+292618,13.954,12.897,9.582,6.957999999999998
2CXO J091631.3+515050,14.768,13.872,11.095999999999998,9.101
2CXO J091646.0+283526,11.908,10.828,7.826,5.117
2CXO J091650.9+284944,15.314,15.226,12.715,9.094
2CXO J091659.1+512450,12.882,12.684,11.976,9.094
2CXO J091922.5+515337,16.915,15.989,12.123,8.982000000000003
2CXO J091932.0+513159,15.305,13.919,10.775,8.262
2CXO J092150.8+510036,9.581,9.62,9.379,8.493
2CXO J092207.2+294408,13.667,12.662,9.835,7.657
2CXO J092208.3+294251,16.508,15.348,12.268,8.574
2CXO J092307.3+305926,15.526,14.509,11.515999999999998,8.376
2CXO J092314.5+510018,15.146,13.715,10.987,8.443
2CXO J092347.9+310754,14.883,13.853,11.04,8.401
2CXO J092421.2+365337,13.41,13.014,9.938,8.282
2CXO J092426.3+364253,11.108,11.174,11.288,9.229
2CXO J093155.6+370548,13.345,12.402,10.236,8.332
2CXO J093207.4+365745,14.438,13.436,9.929,7.947
2CXO J093241.1+530633,14.732,13.74,10.816,8.009
2CXO J093308.8+534748,13.419,12.717,9.693,7.307
2CXO J093359.3+551550,15.815,15.227,11.786,8.685
2CXO J093401.9+551428,15.402,14.791,11.437,7.842
2CXO J093531.9+363317,15.768,15.014,12.119000000000002,8.754
2CXO J093549.8+364555,14.111,13.02,10.031,7.433
2CXO J093759.4+542426,15.416,14.484000000000002,11.639,8.612
2CXO J093813.5+542824,14.811,14.166,9.96,6.4510000000000005
2CXO J093827.0+541918,15.561,14.125,10.659,8.471
2CXO J094629.6+545155,16.801,15.826,12.058,9.299
2CXO J094746.6+320245,13.706,13.478,12.524,9.118
2CXO J094822.3+315358,15.543,13.970999999999998,11.145,8.633
2CXO J094928.5+562052,15.214,14.129,11.438,9.017
2CXO J095058.1+561410,16.597,15.719,12.037,9.092
2CXO J095200.9+561331,16.458,15.519,12.179,8.658
2CXO J095641.3+695201,13.435,12.358,9.906,7.633999999999999
2CXO J095702.8+563136,14.399,13.249,10.959,9.088
2CXO J095751.6+563453,16.674,15.226,12.311,9.216
2CXO J100057.5+684230,14.216,13.128,10.309,7.84
2CXO J100110.4+552834,14.477,13.361,9.903,7.751
2CXO J100129.6+545438,13.125,12.048,9.04,6.727
2CXO J100132.0+684304,6.875,6.956,6.9510000000000005,6.872999999999998
2CXO J100140.1+683734,15.932,14.795,11.922,8.623
2CXO J100223.3+553430,8.472999999999999,8.495,8.466000000000001,8.541
2CXO J100309.4+554134,14.901,13.768,11.474,9.026
2CXO J100404.3+690214,13.125,11.984000000000002,9.412,7.213999999999999
2CXO J100424.8+122922,13.647,12.818,9.723,7.747999999999998
2CXO J100717.2+124543,14.422,12.931,10.307,8.245
2CXO J100726.1+124856,11.446,10.388,7.379,5.022
2CXO J101511.2-590242,9.882,9.627,8.907,7.276
2CXO J101521.9-575142,2.883,1.556,0.235,-0.231
2CXO J101612.6-000745,15.085,13.904000000000002,11.095,8.236
2CXO J101627.3-000714,14.758,13.659,9.65,6.8
2CXO J101700.4+215450,6.501,6.501,6.558,6.4129999999999985
2CXO J101702.2-575446,7.021,6.645,5.5779999999999985,3.793
2CXO J101853.3-580753,6.8870000000000005,6.481,5.912000000000001,5.932
2CXO J101901.9+473714,16.664,15.512,12.912,9.333
2CXO J102003.9+474019,15.212,13.819,10.817,9.149
2CXO J102258.4+123429,14.86,13.969,11.297,9.186
2CXO J102411.1+471753,15.449000000000002,14.382,11.34,8.573
2CXO J102434.5+470909,15.037,14.274,10.405,6.987
2CXO J102622.7+471906,15.638,14.898,12.089,8.585
2CXO J102724.9+121919,11.841,10.59,7.606,4.9289999999999985
2CXO J102733.6+470828,13.446,12.421,10.072,7.959
2CXO J102738.6-572656,7.779,7.809,7.752999999999999,7.082000000000002
2CXO J103140.8+574116,16.801,16.017,12.943,9.312
2CXO J103142.0+573015,15.458,14.993,12.978,9.058
2CXO J103143.3+573157,16.239,15.079,11.925,8.859
2CXO J103145.7+573401,16.430999999999994,15.022,12.171,9.168
2CXO J103202.9+573208,17.173,16.163,12.505999999999998,9.442
2CXO J103215.8+574926,16.305999999999994,15.116,12.234000000000002,9.328
2CXO J103236.1+580033,15.953,14.906,12.117,9.102
2CXO J103247.9+575624,16.248,16.084,12.975,9.139
2CXO J103250.1+580217,17.090999999999998,15.902,12.886,8.821
2CXO J103251.1+575832,17.033,16.153,12.89,9.329
2CXO J103308.8+575719,16.824,15.813,12.75,9.269
2CXO J103319.3+575809,17.007,16.589000000000002,12.765999999999998,9.291
2CXO J103326.1+580120,15.541,14.958,12.33,8.706
2CXO J103352.7+581340,16.913,16.055,12.621,8.818
2CXO J103406.1+572032,17.523,16.537,12.84,9.1
2CXO J103406.7+580236,15.135,14.519,12.298,9.249
2CXO J103456.3+393941,13.832,12.972,9.412,6.319
2CXO J103508.1+571253,17.408,16.762,12.543,8.937000000000003
2CXO J103508.4+575743,14.835,13.24,10.394,8.227
2CXO J103512.2+575547,16.84,15.686,12.68,9.073
2CXO J103635.1-585017,9.625,9.667,9.631,7.432
2CXO J103646.2-584250,11.713,11.113,7.358,5.044
2CXO J103648.8-583804,10.178,9.64,6.037000000000001,3.795
2CXO J103656.3-583706,12.521,12.018,8.855,3.993
2CXO J103705.9-583521,11.833,11.226,7.9529999999999985,6.8279999999999985
2CXO J103707.1-584457,11.281,10.880999999999998,8.267000000000001,3.966
2CXO J103711.4-583443,11.572,10.892,7.285,2.655
2CXO J103721.4-583757,12.768,12.380999999999998,7.193,2.401
2CXO J103728.3-352806,7.5,7.582000000000002,7.5310000000000015,7.29
2CXO J103732.4-583831,9.845,9.832,6.476,1.696
2CXO J103735.3-583306,12.991,12.413,8.899,2.696
2CXO J103745.5-583824,11.765,11.027,7.709,2.122
2CXO J103752.2-584713,9.957,9.084,7.061,2.65
2CXO J103806.6-584000,11.417,10.35,6.707000000000002,4.295
2CXO J103807.0-584440,11.255,10.505999999999998,6.034,3.509
2CXO J103814.1-584347,11.96,11.181,6.645,3.777
2CXO J103816.4-583731,10.192,9.634,6.981,4.52
2CXO J103819.3-583921,12.265,11.73,8.666,5.524
2CXO J103825.4-584442,12.300999999999998,11.699000000000002,7.8210000000000015,5.204
2CXO J103831.2-584526,11.478,10.568,7.415,4.467
2CXO J103836.8-583711,12.503,12.219,8.231,6.33
2CXO J103941.1+394512,16.075,14.809,12.093,8.573
2CXO J103950.2+593510,15.785,14.259,11.38,8.702
2CXO J104043.6+593409,9.902,8.804,6.422999999999999,4.101
2CXO J104242.3+591324,15.489,15.273,12.845,9.06
2CXO J104251.3+591159,16.252,15.686,12.795,9.174
2CXO J104255.8+590427,15.791,14.938,12.535,9.317
2CXO J104304.1+590633,15.921,15.591,11.731,8.868
2CXO J104308.1+590319,17.449,16.211,12.985,9.247
2CXO J104321.3+590943,15.955,14.869000000000002,11.593,8.55
2CXO J104321.8+591254,15.411,14.868,12.198,8.519
2CXO J104326.8+585502,17.262,17.017,12.296,9.129
2CXO J104335.7+585248,14.566,14.09,11.809,8.749
2CXO J104343.1+585535,15.042,14.161,11.253,8.547
2CXO J104343.8+590827,16.761,16.035999999999998,12.133,8.524
2CXO J104345.0-595325,9.984,10.064,6.515,1.245
2CXO J104351.8+584953,16.511,16.761,12.603,9.166
2CXO J104353.3+584525,17.288,16.868,12.751,9.197
2CXO J104353.4+585316,16.91,16.282,12.981,9.193
2CXO J104354.8+585902,16.588,16.495,12.534,9.277
2CXO J104357.7+585148,17.311,17.003,12.814,9.386
2CXO J104400.3-595227,7.009,7.018,5.985,7.1610000000000005
2CXO J104400.4+585845,17.468,16.72,12.89,9.345
2CXO J104404.0+590134,16.962,15.564,12.411,8.839
2CXO J104406.3+583954,17.381,16.863,12.227,8.684
2CXO J104406.3+590205,16.189,15.518,12.879,9.166
2CXO J104407.9+584437,14.558,13.433,10.416,7.592
2CXO J104408.1+585926,16.46,15.805,12.875,9.094
2CXO J104409.3+590002,16.685,16.407,12.638,9.126
2CXO J104409.9+585224,17.21,15.172,10.567,7.96
2CXO J104412.0+585458,16.448,16.107,12.224,9.317
2CXO J104415.5+584317,15.024,14.632,11.72,8.799
2CXO J104418.2+590642,16.369,16.057000000000002,12.876,9.119
2CXO J104419.6-591658,6.58,6.274,5.48,4.715
2CXO J104430.8-591446,9.154,9.105,8.396,4.532
2CXO J104434.0-594737,12.277,11.78,6.122999999999998,1.729
2CXO J104436.7-594621,11.957,11.619000000000002,5.39,0.747
2CXO J104436.7-594729,8.93,8.969,6.252999999999999,1.567
2CXO J104446.5-573135,7.702000000000001,7.737,7.697,7.447999999999999
2CXO J104451.3+591946,15.113,14.103,11.035,9.009
2CXO J104455.9-594447,12.345999999999998,11.143,10.293,-1.328
2CXO J104500.0-594334,9.89,9.513,1.664,-2.768
2CXO J104502.0-594531,10.863,9.014,,0.052000000000000005
2CXO J104502.9+584713,17.838,16.115,12.943,8.687000000000001
2CXO J104503.3+591242,16.523,15.349,12.630999999999998,9.069
2CXO J104505.8-594307,8.513,8.711,,-1.495
2CXO J104505.9+592125,17.127,16.666,12.609000000000002,8.882
2CXO J104506.7-594328,10.789,9.652,,
2CXO J104507.0+583629,14.12,13.873,11.927,9.33
2CXO J104508.2-594607,8.642999999999999,8.642000000000001,7.314,2.485
2CXO J104510.5-594512,10.032,9.473,4.657,0.499
2CXO J104510.9-574400,5.037,4.83,5.046,4.979
2CXO J104511.1+591625,15.898,14.637,11.946,9.218
2CXO J104512.2-594500,8.332,8.312999999999999,3.728,1.225
2CXO J104512.6-594248,9.106,8.59,,-1.065
2CXO J104512.7-594446,7.973,7.912000000000001,4.187,0.6809999999999999
2CXO J104512.9-594419,7.6320000000000014,7.572999999999999,-0.046,-2.86
2CXO J104513.5+584056,15.502,15.261,12.374,9.241
2CXO J104514.3+584925,16.54,16.464000000000002,12.906,8.776
2CXO J104516.5-594337,7.715,7.59,1.715,-0.383
2CXO J104520.5-594251,9.136,8.776,4.003,-2.482
2CXO J104521.4+591107,16.862000000000002,16.83,12.605,9.331
2CXO J104522.0-594145,10.630999999999998,9.024,,-0.384
2CXO J104526.8+591333,17.137999999999998,16.671,12.874,8.993
2CXO J104528.2-594707,10.593,9.816,3.641,1.261
2CXO J104530.2-594820,8.076,7.882999999999999,5.712999999999999,0.318
2CXO J104539.9+590129,17.016,15.88,12.357,9.298
2CXO J104542.0+591532,16.561,16.480999999999998,12.382,9.171
2CXO J104601.2+584941,16.648,16.265,12.880999999999998,8.5
2CXO J104604.0+584424,17.912,16.034000000000002,12.719,8.943999999999997
2CXO J104604.2+584635,16.215999999999998,15.581,12.418,9.104
2CXO J104606.3+583906,14.307,14.189,12.672,9.306
2CXO J104612.9+584719,16.512,15.640999999999998,11.944,9.235
2CXO J104613.1+590941,17.272000000000002,16.002,12.218,8.624
2CXO J104614.7+590121,16.567999999999998,16.206,12.91,8.94
2CXO J104621.1+585015,17.107,15.899,12.449000000000002,9.258
2CXO J104622.0+585629,15.215,14.818,12.322,8.597999999999999
2CXO J104624.9+584839,14.498,13.3,10.508,8.637
2CXO J104630.4+584436,16.51,15.668,12.285,9.117
2CXO J104639.4+584048,16.083,15.133,11.088,8.802999999999997
2CXO J104643.2+584715,13.755,13.329,9.923,7.798999999999999
2CXO J104647.2+134149,15.271,13.838,10.934,8.087
2CXO J104648.0+584632,15.936,15.895,12.929,9.082
2CXO J104650.2+591724,14.528,14.31,11.329,9.073
2CXO J104654.6+591632,16.922,16.557000000000002,12.821,9.07
2CXO J104656.5-600602,9.298,8.738,4.94,1.081
2CXO J104704.0+592311,17.155,16.115,12.273,9.143
2CXO J104704.8+592129,17.029,15.908,12.203,8.552
2CXO J104705.6+584504,16.924,15.798,12.435,8.968
2CXO J104711.3-600716,12.303,12.265999999999998,6.414,2.224
2CXO J104713.5+591501,16.22,15.466,12.261,8.81
2CXO J104714.6+584544,16.408,16.352,12.492,9.139
2CXO J104715.2-600538,8.162,8.004,5.104,0.478
2CXO J104725.8+593209,15.681,14.418,11.205,8.508
2CXO J104725.9+591025,16.500999999999998,15.119000000000002,12.764,8.642999999999999
2CXO J104729.0+590532,15.933,15.787,12.194,8.716000000000001
2CXO J104729.4+590307,14.890999999999998,14.923,12.783,9.173
2CXO J104732.8+591003,15.699000000000002,15.488,12.449000000000002,9.219
2CXO J104751.0+585922,15.941,15.594,12.777,8.639
2CXO J104803.6+141242,7.1320000000000014,7.187,7.187,7.221
2CXO J104810.7+590037,17.027,16.424,12.318,9.119
2CXO J104811.7+591046,16.587,15.95,12.258,8.656
2CXO J104816.8+591801,16.387,15.774,12.438,9.154
2CXO J104826.6-593020,9.884,9.94,8.89,5.942
2CXO J104827.4-592906,9.18,9.184,6.934,3.93
2CXO J104828.7+585200,7.849,7.911,7.824,7.684
2CXO J104836.0+591206,17.003,15.312,12.786,9.25
2CXO J104838.9-593002,8.932,9.004,8.51,5.832000000000002
2CXO J104841.3+590258,17.14,16.157,12.872,8.976
2CXO J104919.4+585850,15.704,14.315,11.465,8.61
2CXO J104921.5+575036,15.66,14.663,11.782,8.662
2CXO J105009.0+571443,16.92,15.541,12.278,8.981
2CXO J105009.4+573144,16.840999999999998,16.099,12.679,9.405
2CXO J105020.0+571421,15.561,15.025,12.741,8.707
2CXO J105036.5+580423,16.852,16.239,12.682,9.185
