name,ok,ra,dec,offset,cat_ra,cat_dec,cat_name,catalog,our_class,mw_class,mw_subclass,mw_ref,sep
2CXO J100117.1+025255,1,150.3213158112792,2.882025642237791,0.6147923023167821,150.3212,2.8819,COSM J10012+0252 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.377323
2CXO J003346.2-431943,1,8.442702725302695,-43.32880738436789,0.6148602505923846,8.4429,-43.3289,ELAIS J00337-4319,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6334
2CXO J103351.5+572502,1,158.4649590311044,57.41736937729668,0.6149092913283446,158.465,57.4172,CLASXS 282       ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.536469
2CXO J100216.7+013725,1,150.56985354915898,1.6236881097499634,0.6151046220861187,150.57,1.6236,COSM J10022+0137 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5956520000000001
2CXO J104749.4+122748,1,161.95616596076934,12.463409952451755,0.6153709609488436,161.9563,12.4633,SDSS J10478+1227 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.404983
2CXO J144948.4+581046,1,222.45182002235882,58.17948659621124,0.6161252872366849,222.4521,58.1794,SDSS J14498+5810 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.522191
2CXO J091824.3+063653,1,139.60163155002886,6.614842808544965,0.6165611071609836,139.6017,6.615,GB6 09157+0649   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.579913
2CXO J035057.9-380536,1,57.74153286964816,-38.093409807053135,0.6168349355859548,57.7417,-38.0933,HE 0349-3814     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.46996899999999997
2CXO J141434.5+293428,1,213.64386068051945,29.574563407112237,0.618184661867888,213.6438,29.5744,RXS J14145+2934  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.552154
2CXO J100046.7+020404,1,150.19468841810138,2.0679473847688783,0.6186330748094835,150.1946,2.0678,SDSS J10007+0204A,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.718105
2CXO J092405.3+141021,1,141.02210029019398,14.172672302834457,0.620291031051623,141.0221,14.1725,SDSS J09240+1410 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.62322
2CXO J100443.4+480156,1,151.18107275932954,48.03241856611938,0.6206499042157116,151.1813,48.0325,SDSS J10047+4801 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5176890000000001
2CXO J103209.7+573850,1,158.0405084178169,57.64736262268232,0.6215833436620175,158.0404,57.6472,CLASXS  62       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5360020000000001
2CXO J025959.6+004813,1,44.998699667237126,0.8037593127646177,0.6220564605277772,44.9988,0.8039,SDSS J02599+0048 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.500796
2CXO J215334.8+173631,1,328.39516665253933,17.60866817250268,0.6222787424046367,328.395,17.6086,A2390-19         ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.607753
2CXO J091342.4+372603,1,138.4269201339481,37.43429751862136,0.6225841749666975,138.4271,37.4342,SDSS J09137+3726 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.661459
2CXO J165637.0+371439,1,254.1541808282194,37.24437234243482,0.6228607750128459,254.1542,37.2442,SDSS J16566+3714 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.740293
2CXO J104528.5-594246,1,161.36880094834282,-59.71292681781374,0.6229904978293394,161.36853,-59.713033,8298,SPICY,YSO,YSO,II,2011ApJS..194...14P,0.5947319999999999
2CXO J100228.6+024901,1,150.61943965094898,2.817134353502723,0.62311383459061,150.6196,2.8172,COSM J10024+0249 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.60434
2CXO J144738.2+082546,1,221.90916818971755,8.429570322565867,0.6235375183115185,221.9092,8.4294,SDSS J14476+0825 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.454783
2CXO J044223.7+020219,1,70.59887026103506,2.0388659802243296,0.6246749202921351,70.5987,2.0389,CXO J04423+0202D ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.44053100000000006
2CXO J164827.0+350017,1,252.1125124508337,35.00487358310601,0.6259768021109401,252.1125,35.0047,SDSS J16484+3500 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.546933
2CXO J171545.5+601119,1,258.93997855282737,60.18877355869878,0.625989257017894,258.94,60.1886,SDSS J17157+6011 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5864699999999999
2CXO J091053.3+541821,1,137.72222570630464,54.30586850181654,0.6266997007691498,137.7225,54.3058,CXO J09108+5418  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.590146
2CXO J141531.0+112712,1,213.87942427105952,11.453573307472995,0.6274282164277363,213.8796,11.4536,CRSS 1415.5+1127 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.576249
2CXO J081257.8+522210,1,123.24105789361404,52.36947528783527,0.6283251636622331,123.2408,52.3694,SDSS J08129+5222 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.506997
2CXO J110937.6-771040,0,167.4066915968291,-77.1780153744062,0.6287951467342331,167.4074167,-77.1780833,[CCE98] 42                 ,SKIFF,STAR,YSO,M2,2003AJ....125.2134G,0.628796
2CXO J093759.4+542426,1,144.49779066925566,54.407455444789285,0.6297957506185097,144.4975,54.4075,SDSS J09379+5424 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.629795
2CXO J000703.6+155423,1,1.7650066663509851,15.906574828928745,0.6298071802811437,1.765,15.9064,2MASS J00070+1554,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6693819999999999
2CXO J105646.4-033905,1,164.19372856744462,-3.651573070897072,0.6314519466534969,164.1937,-3.6514,CXOMP J10567-0339,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.667115
2CXO J183553.6+592330,1,278.97336302107453,59.391736624855966,0.6315968130378699,278.9737,59.3917,RX J18359+5923   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.752314
2CXO J095849.0+013219,1,149.70425890233525,1.538734680420616,0.6317722703176218,149.7042,1.5389,SDSS J09588+0132 ,VERONCAT,AGN,AGN,B,2010A&A...518A..10V,0.646544
2CXO J123624.9+622116,1,189.10391495383755,62.35449987442021,0.6322281362910744,189.1042083,62.3543889,[BAH2001] 106              ,SKIFF,STAR,STAR,K0,2004ApJ...611.1107F,0.6322270000000001
2CXO J125535.0+565239,1,193.89622732841624,56.87767109510411,0.6323142665078172,193.8963,56.8775,SDSS J12555+5652 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.617555
2CXO J054140.2-015052,0,85.41768780076438,-1.8480032737724528,0.6338168563217772,85.4177917,-1.8478611,Cl* NGC 2024 LSE 4         ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.558617
2CXO J215345.5+174147,1,328.43982743368656,17.696636371178478,0.6346228791199139,328.44,17.6967,A2390-24         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.602024
2CXO J095754.7+023832,1,149.47793689785127,2.64237258982968,0.6353342923691861,149.4779,2.6422,SDSS J09579+0238 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.546826
2CXO J100232.1+023537,1,150.6338661038414,2.593661541558567,0.6371222136135736,150.6337,2.5936,SDSS J10025+0235 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.45546800000000004
2CXO J100240.9+023448,1,150.67050049524244,2.5801459029523373,0.6375812423493454,150.6704,2.58,COSM J10026+0234 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.605025
2CXO J043657.5+294155,1,69.23999086802883,29.69872305684324,0.6376351451126754,69.24,29.6989,CXOPS J04369+2941,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5980770000000001
2CXO J142507.3+323137,1,216.28054091311057,32.527031812012176,0.6388356775548141,216.2804,32.5269,SDSS J14251+3231 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.49131899999999995
2CXO J033137.8-273724,1,52.90770692588581,-27.623551978242283,0.6396432827385876,52.9079,-27.6236,ECDF-S 203       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.702944
2CXO J100219.4+025049,1,150.58094058021356,2.8470089343015323,0.6397547925272452,150.5808,2.8469,SDSS J10023+0250 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.451959
2CXO J030054.5-003403,1,45.22717862394552,-0.5676600257488631,0.641864538848438,45.2271,-0.5675,SDSS J03009-0034 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6711020000000001
2CXO J122048.2+751807,1,185.2009556622825,75.30206724288274,0.6421081570285029,185.2012,75.3019,XMM J12208+7518  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.518775
2CXO J081739.5-073308,1,124.41495227033647,-7.55232799083598,0.6422335377446403,124.415,-7.5525,A 644-1          ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6422329999999999
2CXO J010026.1-334107,1,15.109022026158073,-33.685399892028336,0.6430758413618951,15.1092,-33.6853,Q J0100-3341     ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.617374
2CXO J033741.9-045704,1,54.424873031058425,-4.951226275064227,0.6434482191707693,54.425,-4.9511,CXOCY J03377-0457,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.616109
2CXO J053500.9-044819,0,83.7539407073818,-4.805388572861612,0.6436563581757653,83.753875,-4.8052222,ESO-HA 1081                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.704308
2CXO J205822.1-065004,1,314.59219796290785,-6.834550071900287,0.6438104970129138,314.5921,-6.8344,SDSS J20583-0650 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.56096
2CXO J143201.7+343526,1,218.0072838014886,34.5905810098546,0.6443685037609089,218.0075,34.5906,SDSS J14320+3435 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6470279999999999
2CXO J111703.5+174122,1,169.2648602743129,17.689580253419003,0.6445900371123412,169.265,17.6897,SDSS J11170+1741 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.70004
2CXO J034846.9+335315,1,57.19547944162946,33.887633289037645,0.645410377409828,57.1954,33.8878,3C  93.1         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.553372
2CXO J090516.6+340921,1,136.31949763267028,34.1559582690305,0.6462468597218922,136.3196,34.1558,SDSS J09052+3409 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.517733
2CXO J100139.8+023132,1,150.41593973461772,2.525713203646589,0.6470283949577224,150.4158,2.5256,COSM J10016+0231 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6838420000000001
2CXO J043030.9+645205,1,67.62877843071846,64.86811649687823,0.6472811333665818,67.6292,64.8681,CXO J04305+6452  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.632758
2CXO J054553.1-001325,0,86.47142328993976,-0.2237058897359125,0.6474386746320183,86.4712917,-0.2235833,Kiso A-0904 174            ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.719124
2CXO J100201.1+023151,1,150.50493517084618,2.530967835051284,0.6476321802497501,150.505,2.5308,COSM J10020+0231 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.538499
2CXO J184604.0-023921,1,281.51697587893267,-2.6559177049170275,0.6480602728800942,281.5168333000001,-2.6560278,[WCS97] 3                  ,SKIFF,STAR,STAR,O5/6,2003A&A...405..175M,0.6480600000000001
2CXO J100433.8+411234,1,151.14100756689822,41.2096103136368,0.6482751815853159,151.1408,41.2097,SDSS J10045+4112C,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.620628
2CXO J142942.6+335655,1,217.42768580317718,33.948629565182515,0.648458880040849,217.4279,33.9486,SDSS J14297+3356 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.69366
2CXO J095810.8+014004,1,149.54531104129774,1.6679433272822215,0.6485326410511195,149.5454,1.6681,2QZ J095810+0140 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5566979999999999
2CXO J085441.7+305754,1,133.67383196770652,30.96517809208233,0.6486815522531209,133.6738,30.965,SDSS J08546+3057 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6892560000000001
2CXO J125751.0+273231,1,194.46255038278443,27.54207460298457,0.6488182883848044,194.4625,27.5419,Q 1255+2748B     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.49691499999999994
2CXO J061756.9+781607,1,94.48726098983713,78.26877817705785,0.6521715988677033,94.4871,78.2686,1WGA J0618.0+7816,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.615777
2CXO J104351.2+585544,1,160.96347403078718,58.928968190032556,0.6534988583484546,160.9638,58.9289,CLANS J10438+5855,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.586665
2CXO J053829.5+261941,1,84.62322101426525,26.32812667553627,0.6536418212725124,84.6233333,26.3282778,HD 245689                  ,SKIFF,STAR,STAR,A,1931AnHar.100...61C,0.653641
2CXO J124822.9+082914,1,192.09544864342263,8.487375089862544,0.6536860575372931,192.0954,8.4872,NGC 4698         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.562523
2CXO J100011.1+020629,1,150.0465186065132,2.10808428401302,0.6550226128724176,150.0467,2.1081,COSM J10001+0206 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5434770000000001
2CXO J131055.0+300411,1,197.72943628296426,30.06981482724774,0.6565384157277415,197.7296,30.0697,FIRST J13109+3004,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.566226
2CXO J080731.7+211753,1,121.88229525432736,21.29831335625662,0.6566705317037475,121.8821,21.2983,SDSS J08075+2117 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.715431
2CXO J022849.5-090154,1,37.206383965090254,-9.03168125627728,0.6575347162379017,37.2062,-9.0317,SDSS J02288-0901 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.47905200000000003
2CXO J125140.3+000210,1,192.91808049982467,0.03637199725390608,0.6575725682410606,192.9179,0.0364,Q 1249+0018      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.591774
2CXO J100156.4+014811,1,150.48522149675648,1.8030603466346349,0.6579658860946153,150.4854,1.8031,COSM J10019+0148 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.7036359999999999
2CXO J095504.5+170556,1,148.76901364222022,17.09894109314401,0.6580772208813009,148.7692,17.0989,2MASS J09550+1705,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5600189999999999
2CXO J091041.9+542128,1,137.6748900076404,54.358029935122225,0.6585895052947791,137.6746,54.3581,CXO J09106+5421  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.650837
2CXO J100153.2+022436,1,150.47205190566171,2.410176597063825,0.6588639121801992,150.4721,2.41,SDSS J10018+0224 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.645511
2CXO J033130.6-275832,1,52.87777704234952,-27.975747322175287,0.6588643017708619,52.8779,-27.9756,ECDF-S 339       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.819994
2CXO J162303.1+375520,1,245.76299925859485,37.92236544317203,0.6589306073247659,245.7629,37.9222,NGC 6137         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.566775
2CXO J213520.5-010318,1,323.8354893081626,-1.055160807570972,0.6621682922878983,323.8354,-1.055,SDSS J21353-0103 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6347229999999999
2CXO J150706.3-122515,1,226.77653906107253,-12.42100439418368,0.6622774326672141,226.7767,-12.4211,2MASS J15071-1225,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.591277
2CXO J162845.6+442413,1,247.1902867142445,44.403765369309404,0.6628048661203467,247.1904,44.4036,SDSS J16287+4424 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.648936
2CXO J022525.6-043509,1,36.35701407404855,-4.5859632411636495,0.6636485405179405,36.3571,-4.5858,CDFS J02254-0435 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.530107
2CXO J125302.4-091311,1,193.26010384024255,-9.219846707027155,0.6638532458118627,193.26,-9.22,CXOCY J12530-0913,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.663853
2CXO J053531.6-044107,0,83.88189820330223,-4.685483830420412,0.6654397808443588,83.8820833,-4.6854722,ESO-HA 1283                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.666669
2CXO J134412.8-003005,1,206.05370757504738,-0.5015601320506395,0.6656008751661243,206.0538,-0.5014,SDSS J13442-0030 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6347229999999999
2CXO J094525.9+352103,1,146.35798431980743,35.35097274863968,0.6693662904172479,146.3579,35.3508,FIRST J09454+3521,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.540536
2CXO J095209.5+214313,1,148.03983359165468,21.720403384101147,0.6695171336627365,148.04,21.7203,SDSS J09521+2143 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.7165739999999999
2CXO J235653.8-010731,1,359.2244726807296,-1.1254356371554128,0.6696520791515953,359.2246,-1.1253,SDSS J23568-0107 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6926140000000001
2CXO J222221.1+195947,1,335.5880106256078,19.996554627440787,0.6707658610204201,335.5879,19.9964,HS 2219+1944     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.675161
2CXO J025134.5+431515,1,42.89394413274789,43.254393842737294,0.6712362616381929,42.8942,43.2544,S4 0248+43       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.611607
2CXO J085116.3+520816,1,132.81817230762988,52.137882754747714,0.6713942363576946,132.8179,52.1378,SDSS J08512+5208 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.678561
2CXO J145215.6+430448,1,223.06500316676102,43.0801867307851,0.6722823957379301,223.065,43.08,SDSS J14522+4304 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.672283
2CXO J100135.4+025405,1,150.3976531956657,2.9015926286815943,0.6728954879730469,150.3975,2.9017,SDSS J10015+0254 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6124229999999999
2CXO J123757.3+621627,1,189.4890215972512,62.274356469514636,0.6745697908246467,189.4888,62.2742,B01.348          ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.8198610000000001
2CXO J213315.5-425426,1,323.31477910056987,-42.90729487126068,0.6752237903347396,323.315,-42.9072,Q 2130-4307      ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.638826
2CXO J084849.6+111729,1,132.20673247313977,11.291584846636221,0.6752505737858998,132.2067,11.2914,SDSS J08488+1117 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.741971
2CXO J082033.8+212426,1,125.14094583437245,21.407370393648282,0.6757279905192782,125.1408,21.4075,SDSS J08205+2124 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.600597
2CXO J090036.1+204830,1,135.15070484173907,20.808466028905727,0.6780813476358132,135.1508,20.8083,SDSS J09006+2048 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.644475
2CXO J022412.3+275011,1,36.05125309655807,27.836516021870203,0.6789432321673937,36.0513,27.8367,3C  67.0         ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.54361
2CXO J215340.8+174415,1,328.42006005086915,17.73768003998723,0.6800646569747918,328.42,17.7375,A2390-20         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6800649999999999
2CXO J111850.4+402553,1,169.71008668325138,40.43157702171042,0.6801073155022036,169.71,40.4314,SDSS J11188+4025 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.717348
2CXO J001837.3+163446,1,4.655608794653516,16.57944601143114,0.6801982130474029,4.6558,16.5794,CXOMP J00186+1634,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.7736149999999999
2CXO J134213.2+602142,1,205.5553755567889,60.36193512633547,0.6804462899089486,205.555,60.3619,3C 288.1         ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6693560000000001
2CXO J105302.4+573756,1,163.2600511124649,57.63246984072631,0.6811038961925253,163.2604,57.6325,RX J10530+5737   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.713468
2CXO J084923.2+445250,1,132.34689262433028,44.88068019525029,0.6825302391843898,132.3471,44.8808,CXO J08493+4452  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.733785
2CXO J022800.6+002711,1,37.00268586085213,0.4532621155538924,0.6828368325468233,37.0025,0.4533,SDSS J02280+0027 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.71609
2CXO J100352.8+473653,1,150.97016856708711,47.61484762821175,0.6842800467872993,150.97,47.615,Q 1000+4751      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.684281
2CXO J072608.1-261238,1,111.53390694209423,-26.21076164644293,0.684538363080499,111.53383333333332,-26.21058333333333,PSR J0726-2612                     ,SIMBAD,PULSAR,PULSAR,,2005AJ....129.1993M,0.684537
2CXO J150140.9+421834,1,225.420624038454,42.309538918532546,0.6852438021453782,225.4208,42.3094,SDSS J15016+4218 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.652878
2CXO J133342.3+380336,1,203.4264861221768,38.06008887982358,0.6854967434359458,203.4267,38.06,1WGA J1333.7+3803,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.604353
2CXO J142435.9+421030,1,216.14993582654813,42.175115474153046,0.6860018166449393,216.15,42.1753,CSO  446         ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.609629
2CXO J121838.9-010134,1,184.66225584215192,-1.0262105984743382,0.6878827532660122,184.6621,-1.0261,SDSS J12186-0101 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.718058
2CXO J095438.7+403204,1,148.6615541282298,40.53455619009609,0.6895323867780118,148.6617,40.5344,SDSS J09546+4032 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.508423
2CXO J161109.5+535807,1,242.7899124521336,53.96871499008599,0.6913565600705246,242.79,53.9689,MCG +98.26.063   ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6532939999999999
2CXO J144958.5+085911,1,222.49401252016617,8.986647684397006,0.6927356555249378,222.4942,8.9867,Q J14499+0859    ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.553685
2CXO J033229.8-275106,1,53.12438233198828,-27.85170294258859,0.6929128545409446,53.1246,-27.8517,CDFS J03324-2751B,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.651696
2CXO J085258.3+162459,1,133.24329847871786,16.416588188859347,0.6931103923092763,133.2433333,16.416777800000002,BD+16 1839                 ,SKIFF,STAR,STAR,A2,1952CoRut..32....1H,0.69311
2CXO J125310.4-091023,1,193.2934948191967,-9.173087498518452,0.6938408732850208,193.2933,-9.1731,CXO J12531-0910  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.586171
2CXO J214001.4-234113,1,325.0059933468417,-23.6869762581312,0.6940152295116797,325.0058,-23.6869,CXOMP J21400-2341,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5412239999999999
2CXO J232207.1+194423,1,350.5297950725753,19.739723766284865,0.6996379322431808,350.53,19.7397,PSS J2322+1944   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6944140000000001
2CXO J091057.0+542342,1,137.73757065900236,54.395267304583776,0.7002239244693303,137.7379,54.3953,CXO J09109+5423A ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.726911
2CXO J095934.7+021027,1,149.8948055054299,2.174391656550439,0.7003207226001685,149.895,2.1744,COSM J09595+0210 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.724608
2CXO J030114.1+445350,1,45.30899560352725,44.897330763188016,0.7023495783671889,45.3092,44.8972,NGC 1161         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.586815
2CXO J095922.1+013618,1,149.84216890091602,1.6051826971884304,0.7028936545357969,149.8421,1.605,COSM J09593+0136 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.726731
2CXO J095917.4+020522,1,149.82271084044072,2.089650881100259,0.7031200029157751,149.8229,2.0897,COSM J09592+0205 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.784629
2CXO J152553.9+513649,1,231.47463783208423,51.61370599340196,0.7035255014569132,231.4746,51.6139,CSO  755         ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.670131
2CXO J224729.8+034558,1,341.87430288756303,3.7662664058799122,0.7038998416737446,341.8742,3.7661,CXO J22474+0345  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.7424810000000001
2CXO J091028.9+542718,1,137.62077413951678,54.45519497864031,0.7040065225438634,137.6208,54.455,SDSS J09104+5427 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.712651
2CXO J143132.1+341417,1,217.8838901151231,34.2382166161284,0.7045478440740078,217.8837,34.2381,SDSS J14315+3414 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.7129
2CXO J003328.7-433138,1,8.369667475045162,-43.52738991458972,0.7060128317821626,8.3696,-43.5272,XMM J00334-4331  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.643452
2CXO J232546.5+001749,1,351.4437582833725,0.29709192280419905,0.707054966433282,351.4438,0.2969,SDSS J23257+0017 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.533357
2CXO J105758.9-522656,1,164.49576071951176,-52.449099836866,0.7140623834764542,164.4960208,-52.4489806,PSR J1057-5226  ,ATNF,PULSAR,PULSAR,HE[aaa+10m],2005AJ....129.1993M,0.714216
2CXO J121518.2+014750,1,183.8259938740116,1.797456637423522,0.7148558027549945,183.8258,1.7975,SDSS J12153+0147 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.599541
2CXO J172026.4+263815,1,260.1102525108728,26.63765126931255,0.7154963288252492,260.1104,26.6378,SDSS J17204+2638 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6987949999999999
2CXO J100249.3+023746,1,150.70548352298968,2.629580415707161,0.7155875903611743,150.7054,2.6294,SDSS J10028+0237 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5462670000000001
2CXO J140016.6-010822,1,210.06942637904615,-1.1394978329945995,0.7173275305145855,210.0696,-1.1394,2QZ J140016-0108 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.596106
2CXO J111957.5+570026,1,169.98985986321398,57.00738430664722,0.7181256004870906,169.99,57.0072,SDSS J11199+5700 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.645662
2CXO J064504.0+001509,1,101.26669588176478,0.2526962597940739,0.7186189805066431,101.2665833,0.2528611,CoRoT 102762899            ,SKIFF,STAR,STAR,A6V,2012A&A...541A..34S,0.718619
2CXO J205605.5-044058,1,314.02297862954015,-4.682983868134769,0.7195398362127858,314.0229,-4.6828,CXO J20560-0440  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.77341
2CXO J085848.6-450311,1,134.7028294393663,-45.053243740044614,0.7223315446736874,134.703,-45.0530833,CPD-44 3279                ,SKIFF,STAR,STAR,G5,1939cfsc.book.....S,0.722332
2CXO J095808.2+015423,1,149.53421732758795,1.9065999850930504,0.7226407113154826,149.5342,1.9064,COSM J09581+0154 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.780833
