recno|MIRES|RAJ2000|DEJ2000
   11522|G267.9286-01.0101|134.81442|-47.47068
   11523|G267.9300-01.0104|134.81544|-47.47194
   11524|G267.9138-00.9961|134.81570|-47.45035
   11525|G267.9888-01.0607|134.81620|-47.54930
   11526|G267.9359-01.0132|134.81795|-47.47825
   11527|G267.9581-01.0316|134.81897|-47.50706
   11528|G267.9487-01.0230|134.81953|-47.49431
   11529|G267.9269-01.0037|134.81988|-47.46520
   11530|G267.9257-01.0025|134.82014|-47.46349
   11531|G267.7619-00.8598|134.82060|-47.24631
   11532|G267.7306-00.8299|134.82372|-47.20313
   11533|G267.8131-00.8999|134.82559|-47.31125
   11534|G267.9601-01.0273|134.82581|-47.50579
   11535|G267.9421-01.0115|134.82595|-47.48178
   11536|G267.9373-01.0070|134.82633|-47.47529
   11537|G267.7042-00.8045|134.82649|-47.16647
   11538|G268.0532-01.1073|134.82660|-47.62849
   11539|G268.0300-01.0870|134.82686|-47.59767
   11540|G267.7649-00.8556|134.82832|-47.24581
   11541|G267.7606-00.8509|134.82937|-47.23954
   11542|G267.9570-01.0190|134.83204|-47.49794
   11543|G267.9735-01.0311|134.83451|-47.51837
   11544|G267.9459-01.0047|134.83724|-47.48023
   11545|G267.8664-00.9350|134.83791|-47.37451
   11546|G267.6007-00.7002|134.84247|-47.01994
   11547|G268.0645-01.0978|134.84832|-47.63081
   11548|G267.7255-00.8030|134.84870|-47.18158
   11549|G267.9764-01.0185|134.85141|-47.51233
   11550|G267.6098-00.6991|134.85250|-47.02612
   11551|G267.7958-00.8605|134.85265|-47.27233
   11552|G268.0746-01.1023|134.85306|-47.64139
   11553|G267.8831-00.9355|134.85360|-47.38746
   11554|G267.7909-00.8544|134.85480|-47.26466
   11555|G267.7183-00.7875|134.85899|-47.16600
   11556|G268.0803-01.0996|134.86163|-47.64387
   11557|G268.2204-01.2212|134.86177|-47.82939
   11558|G268.0221-01.0484|134.86228|-47.56639
   11559|G267.6724-00.7443|134.86266|-47.10298
   11560|G267.9817-01.0127|134.86302|-47.51254
   11561|G267.7928-00.8457|134.86621|-47.26038
   11562|G268.1778-01.1799|134.86660|-47.77016
   11563|G268.0051-01.0267|134.87012|-47.53935
   11564|G268.1766-01.1732|134.87292|-47.76483
   11565|G267.6061-00.6767|134.87365|-47.00864
   11566|G268.0867-01.0928|134.87543|-47.64427
   11567|G267.7057-00.7598|134.87758|-47.13831
   11568|G268.4006-01.3622|134.87925|-48.05792
   11569|G268.0214-01.0319|134.88004|-47.55505
   11570|G268.0735-01.0762|134.88130|-47.62344
   11571|G268.1302-01.1254|134.88135|-47.69853
   11572|G267.8325-00.8644|134.88383|-47.30257
   11573|G268.1232-01.1154|134.88566|-47.68665
   11574|G268.4825-01.4273|134.88614|-48.16236
   11575|G267.6926-00.7393|134.88758|-47.11498
   11576|G267.6584-00.7078|134.88965|-47.06852
   11577|G267.8021-00.8325|134.88989|-47.25881
   11578|G267.7554-00.7915|134.89029|-47.19658
   11579|G267.7862-00.8127|134.89658|-47.23372
   11580|G268.0164-01.0116|134.89798|-47.53791
   11581|G268.2300-01.1948|134.90081|-47.81938
   11582|G267.7801-00.8019|134.90261|-47.22205
   11583|G267.6460-00.6821|134.90610|-47.04226
   11584|G267.7696-00.7892|134.90659|-47.20584
   11585|G268.1017-01.0775|134.90725|-47.64550
   11586|G267.7958-00.8090|134.91000|-47.23859
   11587|G267.7491-00.7678|134.91058|-47.17628
   11588|G268.1145-01.0847|134.91158|-47.65996
   11589|G267.7670-00.7825|134.91159|-47.19945
   11590|G267.8267-00.8343|134.91166|-47.27854
   11591|G267.8412-00.8437|134.91517|-47.29559
   11592|G267.6822-00.7043|134.91638|-47.08419
   11593|G267.8231-00.8262|134.91714|-47.27045
   11594|G267.8046-00.8097|134.91765|-47.24568
   11595|G268.0023-00.9817|134.91766|-47.50765
   11596|G268.2125-01.1645|134.91781|-47.78622
   11597|G267.6792-00.6996|134.91870|-47.07883
   11598|G267.6837-00.7034|134.91884|-47.08465
   11599|G267.6662-00.6877|134.91937|-47.06123
   11600|G267.6868-00.7047|134.92036|-47.08790
   11601|G267.6837-00.7020|134.92042|-47.08382
   11602|G267.7664-00.7728|134.92168|-47.19262
   11603|G267.7814-00.7857|134.92188|-47.21246
   11604|G268.2331-01.1781|134.92253|-47.81070
   11605|G268.1159-01.0760|134.92280|-47.65531
   11606|G268.0635-01.0300|134.92322|-47.58554
   11607|G267.6832-00.6990|134.92326|-47.08141
   11608|G267.7851-00.7875|134.92341|-47.21641
   11609|G267.7928-00.7931|134.92467|-47.22591
   11610|G268.1134-01.0706|134.92644|-47.64984
   11611|G267.6789-00.6923|134.92651|-47.07379
   11612|G267.9566-00.9332|134.92744|-47.44140
   11613|G267.7557-00.7581|134.92763|-47.17493
   11614|G267.7766-00.7742|134.93005|-47.20122
   11615|G267.8250-00.8162|134.93021|-47.26535
   11616|G267.6932-00.7010|134.93070|-47.09033
   11617|G267.8018-00.7950|134.93127|-47.23388
   11618|G267.6962-00.7030|134.93141|-47.09387
   11619|G267.8463-00.8335|134.93156|-47.29272
   11620|G267.6995-00.7057|134.93156|-47.09807
   11621|G267.9096-00.8877|134.93256|-47.37601
   11622|G267.8538-00.8354|134.93670|-47.29958
   11623|G267.8463-00.8281|134.93754|-47.28914
   11624|G267.7984-00.7864|134.93755|-47.22564
   11625|G268.3711-01.2848|134.93772|-47.98481
   11626|G267.8131-00.7982|134.93864|-47.24454
   11627|G267.8335-00.8156|134.93901|-47.27133
   11628|G267.8026-00.7880|134.93991|-47.22991
   11629|G267.7036-00.7015|134.94021|-47.09848
   11630|G267.7061-00.7036|134.94031|-47.10174
   11631|G267.8500-00.8281|134.94115|-47.29203
   11632|G267.8515-00.8280|134.94269|-47.29309
   11633|G267.7876-00.7721|134.94289|-47.20816
   11634|G267.8506-00.8254|134.94466|-47.29069
   11635|G267.8442-00.8188|134.94587|-47.28150
   11636|G268.3528-01.2611|134.94642|-47.95544
   11637|G268.0926-01.0331|134.94815|-47.60954
   11638|G267.7782-00.7592|134.94818|-47.19263
   11639|G268.1057-01.0435|134.94918|-47.62625
   11640|G267.8528-00.8221|134.95053|-47.29018
   11641|G267.8600-00.8279|134.95094|-47.29939
   11642|G267.8610-00.8284|134.95154|-47.30048
   11643|G267.7523-00.7297|134.95583|-47.15370
   11644|G268.4383-01.3262|134.95689|-48.06263
   11645|G267.8634-00.8248|134.95777|-47.29993
   11646|G267.7470-00.7169|134.96500|-47.14124
   11647|G267.7901-00.7511|134.96867|-47.19621
   11648|G268.4356-01.3133|134.96879|-48.05218
   11649|G267.8886-00.8356|134.97025|-47.32601
   11650|G267.7959-00.7525|134.97275|-47.20150
   11651|G267.7847-00.7409|134.97487|-47.18550
   11652|G268.1019-01.0167|134.97544|-47.60580
   11653|G268.1547-01.0587|134.97992|-47.67316
   11654|G268.3500-01.2282|134.98070|-47.93179
   11655|G267.8746-00.8113|134.98364|-47.29946
   11656|G267.7630-00.7116|134.98634|-47.14988
   11657|G267.7916-00.7358|134.98712|-47.18736
   11658|G267.7672-00.7138|134.98788|-47.15451
   11659|G267.7973-00.7385|134.98970|-47.19340
   11660|G268.5155-01.3638|134.99030|-48.14559
   11661|G268.0574-00.9637|134.99135|-47.53742
   11662|G267.8073-00.7455|134.99147|-47.20552
   11663|G267.7918-00.7289|134.99500|-47.18299
   11664|G267.8367-00.7669|134.99622|-47.24173
   11665|G267.7820-00.7188|134.99664|-47.16895
   11666|G268.4871-01.3319|134.99846|-48.10317
   11667|G268.2132-01.0924|134.99935|-47.73940
   11668|G267.7707-00.7062|134.99977|-47.15213
   11669|G267.9112-00.8260|135.00276|-47.33679
   11670|G268.2085-01.0848|135.00322|-47.73092
   11671|G267.8063-00.7307|135.00701|-47.19510
   11672|G267.9274-00.8239|135.02080|-47.34763
   11673|G268.0083-00.8921|135.02349|-47.45336
   11674|G268.4903-01.3107|135.02554|-48.09164
   11675|G267.8331-00.7363|135.02672|-47.21889
   11676|G268.0389-00.9157|135.02696|-47.49191
   11677|G267.9662-00.8469|135.03289|-47.39186
   11678|G268.3190-01.1526|135.03537|-47.85870
   11679|G268.1967-01.0436|135.03787|-47.69494
   11680|G267.8614-00.7497|135.03925|-47.24907
   11681|G268.1763-01.0195|135.04491|-47.66362
   11682|G268.3622-01.1809|135.04586|-47.90983
   11683|G268.1984-01.0350|135.04920|-47.69051
   11684|G268.1808-01.0167|135.05241|-47.66523
   11685|G267.8543-00.7313|135.05274|-47.23164
   11686|G267.7831-00.6656|135.05665|-47.13478
   11687|G268.3832-01.1857|135.06102|-47.92879
   11688|G268.4302-01.2265|135.06123|-47.99104
   11689|G267.8214-00.6936|135.06277|-47.18206
   11690|G268.0167-00.8625|135.06463|-47.44019
   11691|G267.9095-00.7643|135.06967|-47.29494
   11692|G268.0686-00.9011|135.07205|-47.50469
   11693|G268.1757-00.9849|135.08301|-47.64045
   11694|G267.8428-00.6913|135.08602|-47.19660
   11695|G267.8442-00.6887|135.09031|-47.19598
   11696|G268.2145-01.0105|135.09230|-47.68650
   11697|G268.0933-00.9036|135.09336|-47.52497
   11698|G268.4862-01.2350|135.10676|-48.03882
   11699|G268.0444-00.8447|135.11142|-47.44936
   11700|G268.2668-01.0366|135.11415|-47.74307
   11701|G267.6864-00.5259|135.11767|-46.97009
   11702|G267.8502-00.6662|135.12105|-47.18568
   11703|G267.7604-00.5786|135.13098|-47.06040
   11704|G267.8840-00.6859|135.13189|-47.22407
   11705|G268.0309-00.8120|135.13468|-47.41768
   11706|G268.3746-01.1025|135.14601|-47.86756
   11707|G268.0339-00.8014|135.14925|-47.41294
   11708|G268.1689-00.9152|135.15422|-47.58947
   11709|G268.0679-00.8266|135.15442|-47.45513
   11710|G268.2384-00.9747|135.15564|-47.68092
   11711|G268.2386-00.9722|135.15861|-47.67943
   11712|G268.0645-00.8179|135.16077|-47.44689
   11713|G268.0591-00.8117|135.16238|-47.43872
   11714|G267.8118-00.5910|135.16694|-47.10726
   11715|G268.2398-00.9634|135.16966|-47.67461
   11716|G267.7879-00.5624|135.17551|-47.07044
   11717|G268.2232-00.9418|135.17759|-47.64787
   11718|G268.2113-00.9306|135.17842|-47.63147
   11719|G268.0608-00.7984|135.17885|-47.43118
   11720|G268.0584-00.7957|135.17959|-47.42762
   11721|G268.0471-00.7831|135.18248|-47.41080
   11722|G268.0400-00.7768|135.18264|-47.40131
   11723|G268.2159-00.9306|135.18295|-47.63496
   11724|G268.1786-00.8962|135.18484|-47.58429
   11725|G268.1951-00.9101|135.18543|-47.60582
   11726|G268.0578-00.7884|135.18712|-47.42238
   11727|G268.1780-00.8912|135.18985|-47.58053
   11728|G268.5071-01.1770|135.19271|-48.01632
   11729|G268.1907-00.8969|135.19583|-47.59378
   11730|G267.8703-00.6099|135.20279|-47.16374
   11731|G268.1800-00.8796|135.20473|-47.57435
   11732|G268.1830-00.8819|135.20508|-47.57817
   11733|G268.1856-00.8835|135.20581|-47.58117
   11734|G268.1798-00.8782|135.20609|-47.57327
   11735|G268.2352-00.9265|135.20634|-47.64677
   11736|G268.2161-00.9092|135.20699|-47.62104
   11737|G268.1812-00.8783|135.20736|-47.57438
   11738|G268.1838-00.8773|135.21098|-47.57571
   11739|G268.1841-00.8765|135.21214|-47.57540
   11740|G267.9383-00.6603|135.21299|-47.24803
   11741|G267.8182-00.5547|135.21331|-47.08814
   11742|G268.5172-01.1471|135.23615|-48.00419
   11743|G268.2689-00.9243|135.24192|-47.67067
   11744|G268.4159-01.0519|135.24333|-47.86527
   11745|G267.9410-00.6328|135.24599|-47.23196
   11746|G268.4183-01.0440|135.25457|-47.86192
   11747|G267.9530-00.6314|135.25923|-47.24011
   11748|G268.2943-00.9270|135.26367|-47.69154
   11749|G268.4495-01.0569|135.27081|-47.89386
   11750|G268.3075-00.9292|135.27413|-47.70289
   11751|G268.2940-00.9156|135.27610|-47.68382
   11752|G268.3193-00.9338|135.28059|-47.71482
   11753|G268.2619-00.8819|135.28224|-47.63746
   11754|G268.3002-00.9113|135.28700|-47.68563
   11755|G268.3105-00.9167|135.29105|-47.69696
   11756|G268.3562-00.9516|135.29695|-47.75431
   11757|G268.4099-00.9986|135.29706|-47.82562
   11758|G268.2908-00.8912|135.30017|-47.66531
   11759|G268.3447-00.9354|135.30373|-47.73488
   11760|G268.5172-01.0867|135.30404|-47.96442
   11761|G268.3260-00.9138|135.30947|-47.70665
   11762|G268.3674-00.9485|135.31142|-47.76066
   11763|G268.3312-00.9155|135.31265|-47.71165
   11764|G268.3261-00.9098|135.31397|-47.70406
   11765|G268.3346-00.9158|135.31570|-47.71443
   11766|G268.3379-00.9171|135.31742|-47.71773
   11767|G268.3001-00.8825|135.31909|-47.66653
   11768|G268.3197-00.8972|135.32182|-47.69093
   11769|G268.3151-00.8917|135.32339|-47.68386
   11770|G268.3335-00.9049|135.32679|-47.70643
   11771|G268.3250-00.8914|135.33350|-47.69115
   11772|G268.3175-00.8841|135.33432|-47.68058
   11773|G267.9216-00.5359|135.33434|-47.15338
   11774|G268.3364-00.9005|135.33462|-47.70568
   11775|G268.3789-00.9312|135.34199|-47.75780
   11776|G268.3726-00.9229|135.34502|-47.74764
   11777|G268.3356-00.8900|135.34549|-47.69816
   11778|G268.3314-00.8857|135.34614|-47.69219
   11779|G268.3728-00.9204|135.34812|-47.74611
   11780|G268.3872-00.9300|135.35156|-47.76327
   11781|G268.5083-01.0301|135.35870|-47.92025
   11782|G268.5090-01.0231|135.36722|-47.91623
   11783|G268.3559-00.8776|135.37927|-47.70517
   11784|G268.3601-00.8788|135.38195|-47.70913
   11785|G268.3941-00.9043|135.38698|-47.75151
   11786|G268.3539-00.8649|135.39150|-47.69530
   11787|G268.3722-00.8793|135.39329|-47.71850
   11788|G268.4768-00.9706|135.39429|-47.85740
   11789|G268.3749-00.8801|135.39514|-47.72107
   11790|G268.3854-00.8840|135.40116|-47.73155
   11791|G268.3665-00.8627|135.40627|-47.70323
   11792|G268.3783-00.8712|135.40838|-47.71776
   11793|G268.3896-00.8767|135.41329|-47.72984
   11794|G268.3823-00.8690|135.41473|-47.71928
   11795|G268.3535-00.8434|135.41505|-47.68074
   11796|G268.3766-00.8634|135.41542|-47.71134
   11797|G268.3699-00.8518|135.42171|-47.69861
   11798|G268.3697-00.8503|135.42326|-47.69747
   11799|G268.3773-00.8524|135.42830|-47.70454
   11800|G268.2444-00.7347|135.42889|-47.52707
   11801|G268.3876-00.8565|135.43396|-47.71501
   11802|G268.3844-00.8522|135.43557|-47.70975
   11803|G268.3641-00.8334|135.43658|-47.68214
   11804|G268.1040-00.6030|135.43772|-47.33471
   11805|G268.5092-00.9590|135.43918|-47.87393
   11806|G268.4029-00.8647|135.43985|-47.73192
   11807|G268.3891-00.8524|135.43999|-47.71345
   11808|G268.0529-00.5544|135.44162|-47.26412
   11809|G268.3871-00.8488|135.44201|-47.70949
   11810|G268.3891-00.8502|135.44246|-47.71198
   11811|G268.4047-00.8632|135.44327|-47.73230
   11812|G268.4001-00.8544|135.44848|-47.72299
   11813|G268.4035-00.8507|135.45599|-47.72304
   11814|G268.3991-00.8458|135.45706|-47.71655
   11815|G268.4105-00.8557|135.45725|-47.73164
   11816|G268.4127-00.8574|135.45761|-47.73446
   11817|G268.4233-00.8664|135.45796|-47.74838
   11818|G268.4093-00.8541|135.45797|-47.72966
   11819|G268.4041-00.8493|135.45816|-47.72264
   11820|G268.4113-00.8556|135.45823|-47.73219
   11821|G268.0601-00.5449|135.45911|-47.26329
   11822|G268.4047-00.8466|135.46179|-47.72131
   11823|G268.4076-00.8468|135.46439|-47.72353
   11824|G268.4387-00.8708|135.46825|-47.76273
   11825|G268.4271-00.8600|135.46880|-47.74695
   11826|G268.4375-00.8663|135.47204|-47.75892
   11827|G268.1732-00.6321|135.47318|-47.40580
   11828|G268.4949-00.9094|135.48042|-47.83044
   11829|G268.3135-00.7489|135.48085|-47.58825
   11830|G268.4437-00.8609|135.48423|-47.75994
   11831|G268.4390-00.8566|135.48431|-47.75357
   11832|G268.4451-00.8564|135.49059|-47.75805
   11833|G268.4322-00.8438|135.49196|-47.74005
   11834|G268.4483-00.8549|135.49540|-47.75942
   11835|G268.1431-00.5841|135.49688|-47.35148
   11836|G268.4437-00.8449|135.50197|-47.74941
   11837|G268.4415-00.8423|135.50282|-47.74601
   11838|G268.4447-00.8435|135.50451|-47.74920
   11839|G268.4381-00.8361|135.50637|-47.73939
   11840|G268.4459-00.8419|135.50753|-47.74903
   11841|G268.4532-00.8465|135.50956|-47.75754
   11842|G268.4542-00.8458|135.51143|-47.75784
   11843|G268.3678-00.7694|135.51144|-47.64257
   11844|G268.4514-00.8403|135.51476|-47.75214
   11845|G268.4528-00.8381|135.51854|-47.75172
   11846|G268.4503-00.8344|135.52026|-47.74734
   11847|G268.4371-00.8226|135.52045|-47.72968
   11848|G268.4470-00.8312|135.52050|-47.74278
   11849|G268.4461-00.8284|135.52281|-47.74028
   11850|G268.4539-00.8348|135.52324|-47.75035
   11851|G268.4572-00.8372|135.52388|-47.75438
   11852|G268.4370-00.8182|135.52519|-47.72669
   11853|G268.4581-00.8341|135.52818|-47.75305
   11854|G268.3869-00.7708|135.52860|-47.65774
   11855|G268.4542-00.8281|135.53114|-47.74612
   11856|G268.4750-00.8450|135.53277|-47.77291
   11857|G268.4621-00.8325|135.53395|-47.75491
   11858|G268.4500-00.8217|135.53412|-47.73871
   11859|G268.4565-00.8272|135.53438|-47.74727
   11860|G268.4656-00.8329|135.53692|-47.75783
   11861|G268.4822-00.8439|135.54112|-47.77757
   11862|G268.3678-00.7401|135.54399|-47.62313
   11863|G268.4729-00.8284|135.54912|-47.76036
   11864|G268.4847-00.8368|135.55140|-47.77475
   11865|G268.4722-00.8253|135.55201|-47.75775
   11866|G268.4776-00.8262|135.55625|-47.76243
   11867|G268.2181-00.5933|135.55998|-47.41371
   11868|G268.4796-00.8240|135.56068|-47.76250
   11869|G268.4953-00.8367|135.56199|-47.78265
   11870|G268.4408-00.7884|135.56208|-47.70975
   11871|G268.4702-00.8097|135.56726|-47.74593
   11872|G268.4871-00.8244|135.56765|-47.76827
   11873|G268.3320-00.6836|135.57159|-47.55881
   11874|G268.3422-00.6920|135.57229|-47.57202
   11875|G268.4679-00.8004|135.57551|-47.73804
   11876|G268.4938-00.8145|135.58532|-47.76676
   11877|G268.5130-00.8296|135.58744|-47.79116
   11878|G268.5018-00.8137|135.59406|-47.77224
   11879|G268.4879-00.8006|135.59496|-47.75318
   11880|G268.4893-00.7976|135.59963|-47.75226
   11881|G268.4998-00.8049|135.60179|-47.76491
   11882|G268.5226-00.8230|135.60421|-47.79396
   11883|G268.4989-00.8017|135.60459|-47.76213
   11884|G268.3464-00.6660|135.60532|-47.55802
   11885|G268.3440-00.6601|135.60946|-47.55229
   11886|G268.3466-00.6611|135.61089|-47.55492
   11887|G268.1495-00.4857|135.61179|-47.29110
   11888|G268.5001-00.7932|135.61517|-47.75742
   11889|G268.4992-00.7918|135.61585|-47.75575
   11890|G268.4105-00.7119|135.61727|-47.63640
   11891|G268.5168-00.8060|135.61741|-47.77835
   11892|G268.5174-00.8005|135.62417|-47.77518
   11893|G268.5158-00.7968|135.62664|-47.77148
   11894|G268.5209-00.7870|135.64257|-47.76881
   11895|G268.5266-00.7878|135.64734|-47.77359
   11896|G268.2108-00.5078|135.64738|-47.35163
   11897|G268.3954-00.6223|135.70194|-47.56562
   11898|G268.4379-00.6370|135.72746|-47.60720
   11899|G268.4188-00.6099|135.73867|-47.57485
   11900|G268.4211-00.6098|135.74104|-47.57658
   11901|G268.5284-00.6939|135.75351|-47.71262
   11902|G268.4240-00.5589|135.80026|-47.54489
   11903|G268.4404-00.5649|135.80976|-47.56110
   11904|G268.4692-00.5740|135.82805|-47.58873
   11905|G268.5111-00.6073|135.83251|-47.64215
   11906|G268.3760-00.4855|135.83410|-47.46022
   11907|G268.3803-00.4875|135.83621|-47.46480
   11908|G268.4639-00.5600|135.83831|-47.57542
   11909|G268.4156-00.5124|135.84339|-47.50766
   11910|G268.4577-00.5489|135.84454|-47.56346
   11911|G268.4663-00.5542|135.84717|-47.57333
   11912|G268.4720-00.5551|135.85182|-47.57818
   11913|G268.4116-00.4979|135.85555|-47.49507
   11914|G268.4864-00.5623|135.85802|-47.59375
   11915|G268.4848-00.5502|135.86976|-47.58451
   11916|G268.4532-00.5127|135.88009|-47.53593
   11917|G268.4840-00.5311|135.89018|-47.57125
   11918|G268.5105-00.5546|135.89033|-47.60666
   11919|G268.4847-00.5271|135.89529|-47.56911
   11920|G268.5147-00.5462|135.90374|-47.60420
   11921|G268.5248-00.5552|135.90385|-47.61769
   11922|G268.5117-00.5434|135.90390|-47.60010
   11923|G268.5152-00.5441|135.90655|-47.60314
   11924|G268.5049-00.5336|135.90807|-47.58846
   11925|G268.5167-00.5384|135.91436|-47.60044
   11926|G350.6897+00.7985|259.55166|-36.29160
   11927|G351.0031+01.0093|259.56177|-35.91405
   11928|G350.9290+00.9528|259.56617|-36.00719
   11929|G350.9965+01.0000|259.56652|-35.92483
   11930|G350.9864+00.9919|259.56745|-35.93772
   11931|G351.0518+01.0361|259.56933|-35.85884
   11932|G350.8787+00.9125|259.57107|-36.07147
   11933|G350.9725+00.9779|259.57178|-35.95717
   11934|G351.1081+01.0729|259.57229|-35.79159
   11935|G350.9410+00.9526|259.57491|-35.99752
   11936|G350.7927+00.8481|259.57497|-36.17887
   11937|G350.8884+00.9147|259.57570|-36.06229
   11938|G351.0015+00.9941|259.57594|-35.92411
   11939|G350.8531+00.8885|259.57709|-36.10627
   11940|G350.8384+00.8670|259.58840|-36.13062
   11941|G350.9787+00.9605|259.59373|-35.96213
   11942|G350.9902+00.9632|259.59914|-35.95116
