|        id_x|         ra|        dec| pos_err|
|        char|     double|     double|  double|
|            |           |           |  arcsec|
|        null|       null|       null|    null|
     lid_3762  150.421963    1.931553    0.893 
     lid_3763  150.422294    2.059313    1.133 
     lid_3766  150.510579    1.962646    0.246 
     lid_3767  150.515530    1.998409    0.358 
     lid_3769  150.569806    1.974830    0.659 
      lid_377  149.998752    2.768870    0.709 
     lid_3770  150.439213    1.971835    0.632 
     lid_3773  150.502245    2.125680    0.538 
     lid_3774  150.505765    2.125644    0.554 
     lid_3776  150.562584    2.060164    0.271 
     lid_3777  150.565801    2.004041    0.630 
     lid_3778  150.567361    2.072575    0.213 
     lid_3779  150.580546    2.091696    0.354 
      lid_378  150.001050    2.794216    0.357 
     lid_3780  150.608928    2.074588    0.589 
     lid_3781  150.610995    2.094734    0.533 
     lid_3787  150.612276    2.114749    0.860 
     lid_3788  150.571903    2.327302    1.059 
     lid_3789  150.634171    2.261868    0.723 
      lid_379  150.003778    2.817123    0.160 
     lid_3790  150.665850    2.230510    1.328 
     lid_3791  150.673925    2.262759    0.852 
     lid_3792  150.674726    2.293611    0.516 
     lid_3793  150.679083    2.310115    0.237 
     lid_3796  150.420626    1.611374    0.912 
     lid_3797  150.438667    1.593498    0.702 
     lid_3799  150.489331    1.618771    0.303 
       lid_38  150.464370    2.425667    1.073 
      lid_380  150.004264    2.929417    0.644 
     lid_3800  150.498910    1.576751    0.882 
     lid_3801  150.518790    1.515924    1.571 
     lid_3803  150.528500    1.581155    0.793 
     lid_3805  150.557899    1.659387    0.365 
     lid_3806  150.558312    1.682389    0.796 
     lid_3807  150.487419    1.830897    0.293 
      lid_381  150.006099    2.812387    0.100 
     lid_3810  150.502059    1.758491    0.448 
     lid_3811  150.504497    1.750754    0.595 
     lid_3813  150.545601    1.821928    0.341 
     lid_3814  150.552210    1.796088    0.257 
     lid_3816  150.568324    1.835644    0.429 
     lid_3818  150.595826    1.799222    0.300 
     lid_3819  150.610553    1.800839    0.528 
      lid_382  150.012187    2.776139    0.517 
     lid_3821  150.634796    1.804439    0.729 
     lid_3822  150.637037    1.627977    2.627 
     lid_3826  150.533592    1.979317    0.476 
     lid_3827  150.552511    1.874040    0.800 
     lid_3828  150.567287    1.936882    0.509 
     lid_3829  150.613970    1.858018    0.738 
      lid_383  150.035418    2.963838    0.856 
     lid_3830  150.614464    1.907466    0.216 
     lid_3832  150.616581    1.844605    1.110 
     lid_3833  150.631209    1.860498    0.748 
     lid_3834  150.660316    1.832975    2.175 
      lid_735  149.402233    2.297099    0.542 
      lid_736  149.408429    2.325475    0.313 
      lid_737  149.410225    2.282272    0.455 
      lid_738  149.417062    2.319037    0.359 
      lid_739  149.432650    2.377418    0.444 
       lid_74  150.334600    2.456661    0.680 
     lid_4622  149.917562    1.901724    0.443 
     lid_4627  149.982753    1.838212    0.407 
      lid_463  150.507970    2.696729    0.243 
      lid_464  150.509187    2.699227    0.100 
      lid_465  150.517577    2.674996    0.296 
     lid_4650  149.467203    1.756125    0.838 
     lid_4655  149.574154    1.710147    0.352 
      lid_466  150.522221    2.678985    0.309 
     lid_4660  149.595914    1.607155    1.620 
     lid_4665  149.658618    1.718678    0.477 
      lid_467  150.527573    2.708084    0.376 
     lid_4674  149.728796    1.720174    0.611 
      lid_468  150.536441    2.684021    0.272 
     lid_4689  149.888971    1.485351    1.178 
      lid_469  150.537938    2.714938    0.478 
     lid_4694  149.954994    1.653696    0.692 
     lid_4697  149.974055    1.594684    0.445 
      lid_470  150.551638    2.766729    0.964 
     lid_4700  149.943643    1.498189    1.038 
     lid_4706  150.159168    1.440376    1.943 
     lid_4707  150.170928    1.439306    1.925 
      lid_471  150.587681    2.773213    0.425 
     lid_4714  150.008752    1.661381    0.506 
      lid_472  150.591571    2.720726    0.749 
      lid_473  150.598331    2.781122    0.463 
     lid_4730  149.668042    1.560225    1.209 
      lid_474  150.601327    2.802687    0.882 
     lid_4741  149.800480    1.542315    1.028 
      lid_475  150.601554    2.758595    0.366 
      lid_476  150.608564    2.769725    0.176 
      lid_477  150.627436    2.741050    0.100 
      lid_478  150.635389    2.649884    0.510 
      lid_479  150.640507    2.810800    0.471 
     lid_4798  150.499373    2.147397    1.134 
      lid_480  150.640855    2.717095    0.205 
      lid_481  150.644969    2.714821    0.100 
      lid_482  150.650794    2.790770    0.411 
      lid_483  150.652803    2.865955    0.933 
      lid_484  150.657810    2.783498    0.193 
     lid_4841  150.354430    1.591292    0.611 
     lid_4848  150.413645    1.604102    1.069 
      lid_485  150.664117    2.756843    0.253 
     lid_4856  150.449479    1.882601    0.484 
      lid_486  150.668208    2.877426    0.676 
      lid_487  150.672224    2.811132    0.322 
      lid_488  150.675290    2.819824    0.659 
     lid_4883  150.619831    2.289430    0.659 
     lid_4886  150.622911    2.283438    0.419 
     lid_4888  150.672842    2.231425    1.200 
     lid_4889  150.675801    2.261381    1.119 
      lid_489  150.675944    2.772906    0.100 
     lid_4896  150.470890    1.556651    1.286 
      lid_490  150.680857    2.836932    0.464 
     lid_4900  150.533786    1.710305    0.735 
      lid_491  150.681837    2.785441    0.116 
     lid_4911  150.631466    1.749485    1.168 
     lid_4917  150.631340    1.845538    0.661 
     lid_4918  150.639619    1.947706    0.457 
      lid_492  150.683540    2.672682    0.150 
      lid_493  150.706760    2.855325    1.005 
     lid_4930  150.658785    2.022786    0.336 
     lid_4939  150.674401    2.171203    0.551 
      lid_494  150.711699    2.700931    0.400 
     lid_4940  150.760202    2.130096    0.573 
     lid_4941  150.760621    2.184743    0.577 
     lid_4944  150.868794    2.169517    2.036 
     lid_4946  150.606725    2.274143    0.611 
      lid_495  150.716374    2.679641    0.753 
     cid_3468  149.976663    1.847996    0.428 
      cid_347  150.072990    2.003541    0.100 
      cid_550  150.510118    2.102557    0.197 
      cid_551  150.513015    2.151856    1.051 
      cid_552  150.514530    2.134467    0.235 
      cid_553  150.531973    2.188933    0.192 
      cid_554  150.540367    2.167874    0.216 
      cid_555  150.559073    2.177275    0.192 
      cid_556  149.860218    2.544636    0.415 
      cid_557  149.876368    2.568621    0.213 
      cid_558  149.882470    2.505174    0.126 
      cid_559  149.885470    2.510646    0.171 
       cid_56  150.323400    2.100497    0.401 
      cid_560  149.891740    2.578879    0.138 
      cid_561  149.899420    2.511609    0.232 
      cid_562  149.920200    2.514269    0.440 
      cid_563  149.920540    2.543668    0.449 
      cid_564  149.925970    2.526397    0.474 
      cid_565  149.944710    2.493664    0.641 
      cid_566  149.955480    2.502100    0.182 
      cid_567  149.958530    2.552912    0.188 
      cid_568  149.942681    2.581405    0.535 
      cid_569  149.777988    2.567153    0.427 
       cid_57  150.324130    2.089067    0.465 
      cid_570  149.785571    2.554744    0.387 
      cid_571  149.796393    2.564337    1.161 
      cid_572  149.796210    2.559427    1.232 
      cid_573  149.806262    2.572588    0.911 
      cid_574  149.807963    2.645728    0.157 
      cid_575  149.809748    2.606827    0.598 
      cid_576  149.809936    2.576345    0.917 
      cid_577  149.811534    2.557971    0.717 
      cid_578  149.815164    2.540265    0.857 
      cid_579  149.828916    2.544145    0.590 
       cid_58  150.326860    2.094306    0.275 
      cid_580  149.854648    2.606961    0.131 
      cid_581  150.353540    2.342190    0.100 
      cid_582  150.374030    2.306138    0.173 
      cid_583  150.374490    2.310220    0.155 
      cid_584  150.401920    2.377416    0.549 
      cid_585  150.402940    2.389972    0.114 
      cid_586  150.404520    2.402954    0.161 
      cid_587  150.406620    2.365560    0.320 
      cid_588  150.408860    2.323425    0.569 
      cid_589  150.421900    2.385632    0.161 
       cid_59  150.328210    2.125152    0.170 
      cid_590  150.429880    2.291200    0.110 
      cid_591  150.442720    2.322501    0.565 
      cid_592  150.461140    2.359450    0.194 
      cid_593  150.472200    2.324583    0.245 
      cid_594  150.501346    2.354369    0.135 
      cid_595  150.506402    2.246050    0.319 
      cid_596  150.519076    2.321064    0.125 
      cid_597  150.526308    2.244877    0.244 
      cid_598  150.532107    2.331637    0.406 
      cid_599  150.536087    2.273235    0.408 
        cid_6  149.621672    2.217260    0.530 
       cid_60  150.334330    2.061413    0.289 
      cid_600  150.537875    2.310530    0.230 
      cid_601  150.545399    2.281823    0.454 
      cid_602  150.557933    2.260602    0.212 
      cid_603  150.581132    2.220978    0.100 
      cid_604  150.581917    2.287778    0.247 
      cid_605  150.583101    2.259493    0.309 
      cid_606  150.584299    2.321693    0.262 
      cid_607  150.609727    2.323117    0.100 
      cid_608  149.925548    2.684225    0.568 
      cid_609  149.936734    2.680150    0.140 
       cid_61  150.357850    2.024925    0.190 
      cid_610  149.936744    2.665841    0.724 
      cid_152  150.162732    2.622084    0.100 
     cid_1521  149.870230    2.335267    0.647 
     cid_1522  149.974450    2.315055    0.337 
     cid_1523  150.020070    2.382653    0.863 
     cid_1528  149.930430    2.522435    1.179 
      cid_153  150.163675    2.597728    0.383 
     cid_1531  149.950000    2.556269    0.792 
     cid_1533  150.332800    2.426524    0.506 
     cid_1534  149.990610    2.464341    0.317 
     cid_1535  150.118890    2.457170    0.551 
     cid_1538  150.263920    1.777391    0.349 
      cid_154  150.179888    2.621421    0.141 
     cid_1541  149.868120    2.218683    0.428 
     cid_1542  149.894720    2.208164    0.611 
     cid_1546  149.827180    2.350690    0.269 
     cid_1547  149.849610    2.343147    0.359 
     cid_1548  150.005845    2.295230    0.632 
     cid_1549  149.931550    2.351857    0.429 
      cid_155  149.776370    1.940249    0.110 
     cid_1550  149.953330    2.385581    1.001 
     cid_1551  149.902210    2.327111    0.301 
     cid_1555  149.898730    2.466681    0.411 
     cid_1556  149.871110    2.468936    0.349 
     cid_1559  150.364610    2.332488    1.607 
      cid_156  149.668840    1.996794    0.118 
     cid_1560  150.532402    2.376320    0.120 
     cid_1563  150.555486    2.369028    0.250 
     cid_1567  150.588225    2.375036    1.685 
     cid_1569  150.595782    2.365338    0.831 
      cid_157  149.675130    1.982823    0.100 
     cid_1570  150.599601    2.398102    0.437 
     cid_1572  150.604894    2.358634    0.230 
     cid_1574  150.605604    2.437157    0.793 
     cid_1577  150.616271    2.357598    0.240 
     cid_1579  150.620131    2.403880    0.295 
      cid_451  150.002570    2.258663    0.134 
      cid_452  150.004430    2.237201    0.100 
      cid_453  149.928750    2.298051    0.120 
      cid_454  149.868000    2.330742    0.140 
      cid_455  149.871720    2.342876    0.365 
      cid_456  149.884240    2.338139    0.119 
      cid_458  150.055170    2.143215    0.155 
      cid_459  150.064530    2.191000    0.270 
       cid_46  150.195810    2.119341    0.408 
      cid_460  150.066820    2.210518    0.251 
      cid_461  150.084980    2.153944    0.250 
      cid_462  150.092790    2.172109    1.064 
      cid_463  150.095820    2.145086    0.176 
      cid_464  150.100150    2.200002    0.385 
      cid_465  150.100410    2.174714    0.732 
      cid_466  150.100910    2.167790    0.362 
      cid_467  150.101980    2.105513    0.100 
      cid_468  150.105570    2.126309    0.100 
      cid_469  150.108950    2.131553    0.246 
       cid_47  150.198900    2.132551    0.837 
      cid_470  150.113030    2.165052    0.391 
      cid_471  150.022560    2.140156    0.160 
      cid_472  149.969200    2.304833    0.218 
      cid_473  149.979300    2.309095    0.367 
      cid_474  149.993860    2.301447    0.139 
      cid_475  150.009220    2.275603    0.100 
      cid_476  150.474739    2.093939    0.249 
      cid_477  150.406477    2.075642    0.273 
      cid_478  150.418373    2.085111    0.100 
       cid_48  150.201860    2.126401    0.322 
      cid_480  150.419663    2.005876    0.261 
      cid_481  150.422595    2.014102    0.403 
      cid_482  150.424921    2.066167    0.261 
      cid_483  150.427216    2.083035    0.121 
      cid_484  150.427294    2.054082    0.907 
      lid_949  149.493256    1.971574    0.327 
      lid_950  149.512169    1.965408    0.313 
      lid_957  149.496061    1.967878    0.334 
      lid_959  149.524226    1.834725    0.602 
      lid_961  149.564671    1.823196    0.100 
      lid_962  149.575512    1.873750    0.250 
      lid_963  149.581980    1.829933    0.203 
      lid_964  149.447786    1.718380    0.644 
      lid_965  149.454961    1.674024    0.515 
      lid_966  149.486468    1.625513    0.842 
      lid_967  149.489581    1.793719    0.790 
      lid_968  149.491028    1.678859    0.387 
      lid_969  149.495714    1.722636    0.238 
      lid_970  149.506071    1.809146    0.487 
      lid_971  149.506394    1.688774    0.315 
      lid_972  149.507855    1.709128    0.218 
      lid_973  149.510730    1.729979    0.188 
      lid_974  149.517108    1.606989    0.948 
      lid_975  149.519355    1.703791    0.191 
      lid_976  149.529896    1.785794    0.209 
      lid_977  149.563838    1.794249    0.321 
      lid_978  149.586490    1.769262    0.163 
      lid_981  149.612522    1.860289    0.200 
      lid_983  149.627643    1.904542    0.456 
      lid_991  149.758722    1.755186    0.299 
      lid_992  149.758775    1.808335    0.228 
      lid_993  149.770754    1.746569    0.104 
      lid_994  149.778702    1.720271    0.690 
      lid_995  149.786630    1.764504    0.199 
